,name,ms-5-best dual,ms-5-best primal,ms-5-dual iter,ms-5-primal iter,ms-5-iter,prep-5-best dual,prep-5-best primal,prep-5-dual iter,prep-5-primal iter,prep-5-iter,ms-10-best dual,ms-10-best primal,ms-10-dual iter,ms-10-primal iter,ms-10-iter,prep-10-best dual,prep-10-best primal,prep-10-dual iter,prep-10-primal iter,prep-10-iter
149,Spd_RF2_120_202_2403.txt,3.463365,14,80474,75420,151680,6.0,11,-1,234,85845,3.483174,14,198126,75420,307408,6.0,11,-1,234,172322
150,Spd_RF2_140_157_2611.txt,15.487612,36,24345,173,164846,29.0,36,-1,89,127008,15.504437,36,283737,173,329828,29.0,36,-1,89,258138
151,Spd_RF2_140_157_2619.txt,15.342424,36,1,29,161901,31.14949,35,23426,41,122646,15.353565,36,221035,29,324033,31.14949,35,23426,41,244861
152,Spd_RF2_140_157_2627.txt,15.544776,37,1,85,162970,28.304244,36,24261,168,120578,15.544776,37,1,85,325603,28.30472,36,168768,168,237295
153,Spd_RF2_140_157_2635.txt,15.735636,36,12621,54,163045,28.0,35,-1,44,123568,15.735636,36,12621,54,325924,28.0,35,-1,44,247685
154,Spd_RF2_140_157_2643.txt,15.569514,35,1,130,161779,28.0,35,-1,9,122665,15.569514,35,1,130,322523,28.0,35,-1,9,246669
155,Spd_RF2_140_175_2651.txt,10.926263,28,94757,326,155600,16.0,26,-1,35,113210,10.926263,28,94757,326,311013,16.0,26,-1,35,225075
156,Spd_RF2_140_175_2659.txt,11.575822,30,26846,34,153967,21.0,28,-1,36,114338,11.575822,30,26846,34,308256,21.0,28,-1,36,229535
157,Spd_RF2_140_175_2667.txt,10.959733,29,53160,473,152114,19.15174,26,80832,190,114053,10.97095,29,206160,473,303308,19.15174,26,80832,190,220165
158,Spd_RF2_140_175_2675.txt,10.937295,29,3158,1284,153206,20.0,26,-1,189,113452,10.937295,28,3158,180929,309073,20.0,26,-1,189,225455
159,Spd_RF2_140_175_2683.txt,11.724594,29,97355,380,153672,22.0,28,-1,36,118383,11.724594,29,97355,380,306375,22.0,28,-1,36,238373
160,Spd_RF2_140_193_2691.txt,7.868906,20,74839,915,146910,13.0,19,-1,1876,102597,7.873975,20,184919,915,293970,13.0,19,-1,1876,212846
161,Spd_RF2_140_193_2699.txt,7.443128,23,72404,121574,149796,9.0,21,-1,31,107697,7.45154,23,198923,121574,300675,9.0,21,-1,31,215700
